Type,Name,postcode,district,state,latitude,longitude,no.of. Bed
Klinik Kesihatan,KLINIK KESIHATAN SUNGAI LANG,42700,Kuala Langat,Selangor,2.79086,101.52174,0
Klinik Kesihatan,KLINIK KESIHATAN TANJUNG MALIM,35900,Batang Padang,Perak,3.68813,101.524392,0
Klinik Kesihatan,KLINIK KESIHATAN BUKIT NAGA,42450,Klang,Selangor,3.013068,101.530713,0
Klinik Kesihatan,KLINIK KESIHATAN SEKSYEN 19 SHAH ALAM,40300,Petaling,Selangor,3.049873,101.533226,0
Klinik Kesihatan,KLINIK KESIHATAN PAYA JARAS,47000,Petaling,Selangor,3.20089,101.544751,0
Klinik Kesihatan,KLINIK KESIHATAN TANJUNG SEPAT,42700,Kuala Langat,Selangor,2.665583,101.551437,0
Klinik Kesihatan,KLINIK KESIHATAN KUANG,48050,Gombak,Selangor,3.259549,101.551652,0
Klinik Kesihatan,KLINIK KESIHATAN KALUMPANG,44100,Hulu Selangor,Selangor,3.63678,101.57277,0
Klinik Kesihatan,KLINIK KESIHATAN SUNGAI BULOH,47000,Gombak,Selangor,3.22064,101.57731,0
Klinik Kesihatan,KLINIK KESIHATAN RAWANG,48000,Gombak,Selangor,3.32154,101.57747,0
Klinik Kesihatan,KLINIK KESIHATAN BATU 13 ? PUCHONG,47100,Petaling,Selangor,3.02086,101.59251,0
Klinik Kesihatan,KLINIK KESIHATAN KELANA JAYA,47301,Petaling,Selangor,3.09913,101.60064,0
Klinik Kesihatan,KLINIK KESIHATAN SERENDAH,48200,Hulu Selangor,Selangor,3.36231,101.60279,0
Klinik Kesihatan,KLINIK KESIHATAN PUCHONG,47100,Petaling,Selangor,2.99398,101.61975,0
Klinik Kesihatan,KLINIK KESIHATAN BUKIT CHANGGANG,42700,Kuala Langat,Selangor,2.82731,101.62049,0
Klinik Kesihatan,KLINIK KESIHATAN TAMAN EHSAN,51000,Gombak,Selangor,3.224115,101.622655,0
Klinik Kesihatan,KLINIK KESIHATAN TAMAN MEDAN,46000,Petaling,Selangor,3.079,101.63474,0
Klinik Kesihatan,KLINIK KESIHATAN RASA,44200,Hulu Selangor,Selangor,3.49773,101.63613,0
Klinik Kesihatan,KLINIK KESIHATAN JINJANG ,52000,Kuala Lumpur,WP Kuala Lumpur,3.219822,101.654214,0
Klinik Kesihatan,KLINIK KESIHATAN ULU YAM BHARU,44300,Hulu Selangor,Selangor,3.435175,101.656971,0
Klinik Kesihatan,KLINIK KESIHATAN PETALING BAHAGIA ,58200,Kuala Lumpur,WP Kuala Lumpur,3.079358,101.665244,0
Klinik Kesihatan,KLINIK KESIHATAN PANTAI ,59200,Kuala Lumpur,WP Kuala Lumpur,3.115289,101.668414,0
Klinik Kesihatan,KLINIK KESIHATAN SELAYANG BARU,68100,Gombak,Selangor,3.24547,101.67403,0
Klinik Kesihatan,KLINIK KESIHATAN PUTRAJAYA PRESINT 9,62200,Putrajaya,WP Putrajaya,2.94126,101.67628,0
Klinik Kesihatan,KLINIK KESIHATAN BATU,52100,Kuala Lumpur,WP Kuala Lumpur,3.200758,101.676703,0
Klinik Kesihatan,KLINIK KESIHATAN PUTRAJAYA PRESINT 11,62300,Putrajaya,WP Putrajaya,2.953164,101.67744,0
Klinik Kesihatan,KLINIK KESIHATAN DENGKIL,43800,Sepang,Selangor,2.859739,101.681697,0
Klinik Kesihatan,KLINIK KESIHATAN PUTRAJAYA PRESINT 13,62675,Putrajaya,WP Putrajaya,2.916149,101.683791,0
Klinik Kesihatan,KLINIK KESIHATAN TANGLIN,50590,Kuala Lumpur,WP Kuala Lumpur,3.144953,101.691319,0
Klinik Kesihatan,KLINIK KESIHATAN SENTUL,51000,Kuala Lumpur,WP Kuala Lumpur,3.18367,101.69134,0
Klinik Kesihatan,KLINIK KESIHATAN SUNGAI BESI,57100,Kuala Lumpur,WP Kuala Lumpur,3.063225,101.710439,0
Klinik Kesihatan,KLINIK KESIHATAN SERI KEMBANGAN,43300,Petaling,Selangor,3.0274,101.71134,0
Klinik Kesihatan,KLINIK KESIHATAN GOMBAK SETIA,53000,Gombak,Selangor,3.21825,101.71474,0
Klinik Kesihatan,KLINIK KESIHATAN SUNGAI PELEK,43950,Sepang,Selangor,2.644631,101.718489,0
Klinik Kesihatan,KLINIK KESIHATAN SETAPAK,53200,Kuala Lumpur,WP Kuala Lumpur,3.197178,101.720417,0
Klinik Kesihatan,KLINIK KESIHATAN BANDAR TUN RAZAK ,56000,Kuala Lumpur,WP Kuala Lumpur,3.087158,101.720489,0
Klinik Kesihatan,KLINIK KESIHATAN BATU 8 GOMBAK,53000,Gombak,Selangor,3.2461,101.72245,0
Klinik Kesihatan,KLINIK KESIHATAN PUTRAJAYA PRESINT 14,62000,Putrajaya,WP Putrajaya,2.953556,101.726309,0
Klinik Kesihatan,KLINIK KESIHATAN CHERAS ,56000,Kuala Lumpur,WP Kuala Lumpur,3.122382,101.730201,0
Klinik Kesihatan,KLINIK KESIHATAN KAMPUNG PANDAN,55100,Kuala Lumpur,WP Kuala Lumpur,3.144239,101.732539,0
Klinik Kesihatan,KLINIK KESIHATAN BATU MELINTANG,17520,Jeli,Kelantan,5.704542,101.733728,0
Klinik Kesihatan,KLINIK KESIHATAN DATO KERAMAT ,54200,Kuala Lumpur,WP Kuala Lumpur,3.166708,101.736419,0
Klinik Kesihatan,KLINIK KESIHATAN BUKIT PELANDUK,71960,Port Dickson,Negeri Sembilan,2.64317,101.74342,0
Klinik Kesihatan,KLINIK KESIHATAN BALAKONG,43300,Hulu Langat,Selangor,3.02742,101.74688,0
Klinik Kesihatan,KLINIK KESIHATAN JELI,17600,Jeli,Kelantan,5.71663,101.747139,0
Klinik Kesihatan,KLINIK KESIHATAN CHERAS BARU ,56100,Kuala Lumpur,WP Kuala Lumpur,3.10626,101.74844,0
Klinik Kesihatan,KLINIK KESIHATAN AU 2,54200,Gombak,Selangor,3.174666,101.748503,0
Klinik Kesihatan,KLINIK KESIHATAN SALAK,43900,Sepang,Selangor,2.789722,101.749167,0
Klinik Kesihatan,KLINIK KESIHATAN SEPANG,43900,Sepang,Selangor,2.68943,101.75014,0
Klinik Kesihatan,KLINIK KESIHATAN BUKIT FRASER,49000,Raub,Pahang,3.711193,101.753769,0
Klinik Kesihatan,KLINIK KESIHATAN AMPANG,68000,Hulu Langat,Selangor,3.145315,101.761272,0
Klinik Kesihatan,KLINIK KESIHATAN HULU KELANG,68000,Ampang,Selangor,3.20139,101.76211,0
Klinik Kesihatan,KLINIK KESIHATAN KLIA,71800,Seremban,Negeri Sembilan,2.76639,101.7649,0
Klinik Kesihatan,KLINIK KESIHATAN SG. CHUAH,43000,Hulu Langat,Selangor,2.98588,101.77167,0
Klinik Kesihatan,KLINIK KESIHATAN BANDAR BARU BANGI,43650,Hulu Langat,Selangor,2.935412,101.773739,0
Klinik Kesihatan,KLINIK KESIHATAN BATU 9 CHERAS,43200,Hulu Langat,Selangor,3.06952,101.7742,0
Klinik Kesihatan,KLINIK KESIHATAN SUNGAI SEKAMAT,43000,Hulu Langat,Selangor,3.02303,101.77567,0
Klinik Kesihatan,KLINIK KESIHATAN TERSANG,27610,Raub,Pahang,3.98459,101.782565,0
Klinik Kesihatan,KLINIK KESIHATAN KUALA BETIS,18300,Gua Musang,Kelantan,4.900583,101.787778,0
Klinik Kesihatan,KLINIK KESIHATAN PORT DICKSON,71000,Port Dickson,Negeri Sembilan,2.52836,101.79181,0
Klinik Kesihatan,KLINIK KESIHATAN BANDAR SERI PUTRA,43000,Hulu Langat,Selangor,2.88828,101.792413,0
Klinik Kesihatan,KLINIK KESIHATAN SUNGAI KOYAN,27200,Lipis,Pahang,4.21757,101.79781,0
Klinik Kesihatan,KLINIK KESIHATAN NILAI,71800,Seremban,Negeri Sembilan,2.80261,101.79829,0
Klinik Kesihatan,KLINIK KESIHATAN POS BETAU,27200,Lipis,Pahang,4.285551,101.805265,0
Klinik Kesihatan,KLINIK KESIHATAN CHEROH,27600,Raub,Pahang,3.911918,101.811647,0
Klinik Kesihatan,KLINIK KESIHATAN BATU 14,43200,Hulu Langat,Selangor,3.1109,101.814825,0
Klinik Kesihatan,KLINIK KESIHATAN KAJANG,43000,Hulu Langat,Selangor,2.97865,101.82571,0
Klinik Kesihatan,KLINIK KESIHATAN LUKUT,71010,Port Dickson,Negeri Sembilan,2.57617,101.8376,0
Klinik Kesihatan,KLINIK KESIHATAN SEMENYIH,43500,Hulu Langat,Selangor,2.95187,101.840494,0
Klinik Kesihatan,KLINIK KESIHATAN SENDAYAN ,71950,Seremban,Negeri Sembilan,2.67911,101.84599,0
Klinik Kesihatan,KLINIK KESIHATAN BERANANG,43700,Hulu Langat,Selangor,2.887998,101.871355,0
Klinik Kesihatan,KLINIK KESIHATAN LUBOK BONGOR,17600,Jeli,Kelantan,5.559569,101.88383,0
Klinik Kesihatan,KLINIK KESIHATAN AYER LANAS,17700,Jeli,Kelantan,5.77885,101.8865,0
Klinik Kesihatan,KLINIK KESIHATAN LURAH BILUT (FELDA),28800,Bentong,Pahang,3.66061,101.89109,0
Klinik Kesihatan,KLINIK KESIHATAN MANTIN,71700,Seremban,Negeri Sembilan,2.82488,101.89315,0
Klinik Kesihatan,KLINIK KESIHATAN DONG,27400,Raub,Pahang,3.90105,101.89547,0
Klinik Kesihatan,KLINIK KESIHATAN BENTONG,28700,Bentong,Pahang,3.53981,101.90216,0
Klinik Kesihatan,KLINIK KESIHATAN JERUAS,27660,Raub,Pahang,3.981466,101.904628,0
Klinik Kesihatan,KLINIK KESIHATAN SEREMBAN 2,70300,Seremban,Negeri Sembilan,2.706119,101.907688,0
Klinik Kesihatan,KLINIK KESIHATAN KUALA BALAH,17600,Jeli,Kelantan,5.445019,101.913192,0
Klinik Kesihatan,KLINIK KESIHATAN BUKIT BETONG,27200,Lipis,Pahang,4.256537,101.920825,0
Klinik Kesihatan,KLINIK KESIHATAN ULU GALI,27600,Raub,Pahang,3.823146,101.933624,0
Klinik Kesihatan,KLINIK KESIHATAN LENGGENG,71750,Seremban,Negeri Sembilan,2.86717,101.93675,0
Klinik Kesihatan,KLINIK KESIHATAN PASIR PANJANG,71250,Port Dickson,Negeri Sembilan,2.42935,101.93712,0
Klinik Kesihatan,KLINIK KESIHATAN JERKOH,27300,Lipis,Pahang,4.040373,101.954873,0
Klinik Kesihatan,KLINIK KESIHATAN MEMPAGA,28600,Bentong,Pahang,3.536348,101.960443,0
Klinik Kesihatan,KLINIK KESIHATAN BENTA,27310,Lipis,Pahang,4.01321,101.96057,0
Klinik Kesihatan,KLINIK KESIHATAN DESA RHU,70400,Seremban,Negeri Sembilan,2.745346,101.961609,0
Klinik Kesihatan,KLINIK KESIHATAN RANTAU,71200,Seremban,Negeri Sembilan,2.60058,101.96199,0
Klinik Kesihatan,"KLINIK KESIHATAN LOJING
",18300,Gua Musang,Kelantan,4.860046,101.963387,0
Klinik Kesihatan,KLINIK KESIHATAN GUA MUSANG,18300,Gua Musang,Kelantan,4.87997,101.96533,0
Klinik Kesihatan,KLINIK KESIHATAN RANTAU PANJANG,17200,Pasir Mas,Kelantan,6.013674,101.97289,0
Klinik Kesihatan,KLINIK KESIHATAN BATU GAJAH,17510,Tanah Merah,Kelantan,5.81099,101.982327,0
Klinik Kesihatan,KLINIK KESIHATAN AMPANGAN,70400,Seremban,Negeri Sembilan,2.72367,101.98746,0
Klinik Kesihatan,KLINIK KESIHATAN SENAWANG,70450,Seremban,Negeri Sembilan,2.69191,101.98838,0
Klinik Kesihatan,KLINIK KESIHATAN PADANG TENGKU,27100,Lipis,Pahang,4.234362,101.988972,0
Klinik Kesihatan,KLINIK KESIHATAN LEMBAH KLAU,27600,Raub,Pahang,3.689875,102.004253,0
Klinik Kesihatan,KLINIK KESIHATAN MERAPOH,27210,Lipis,Pahang,4.690787,102.00434,0
Klinik Kesihatan,KLINIK KESIHATAN KEMAHANG,17500,Tanah Merah,Kelantan,5.855361,102.005575,0
Klinik Kesihatan,KLINIK KESIHATAN DABONG,18200,Kuala Krai,Kelantan,5.37517,102.01022,0
Klinik Kesihatan,"KLINIK KESIHATAN KUAL
",17000,Pasir Mas,Kelantan,5.96917,102.015999,0
Klinik Kesihatan,KLINIK KESIHATAN LINGGI,71150,Port Dickson,Negeri Sembilan,2.4827,102.01737,0
Klinik Kesihatan,KLINIK KESIHATAN GUAL PERIOK,17200,Pasir Mas,Kelantan,6.029609,102.018306,0
Klinik Kesihatan,KLINIK KESIHATAN KARAK,28600,Bentong,Pahang,3.41801,102.0305,0
Klinik Kesihatan,KLINIK KESIHATAN KUALA SUNGAI BARU,78200,Alor Gajah,Melaka,2.35955,102.04368,0
Klinik Kesihatan,KLINIK KESIHATAN BERTAM BARU,18300,Gua Musang,Kelantan,5.14255,102.04844,0
Klinik Kesihatan,KLINIK KESIHATAN GUAL IPOH,17500,Tanah Merah,Kelantan,5.74327,102.05192,0
Klinik Kesihatan,KLINIK KESIHATAN JELEBU,71600,Jelebu,Negeri Sembilan,2.95511,102.05986,0
Klinik Kesihatan,KLINIK KESIHATAN PEDAS,71400,Rembau,Negeri Sembilan,2.62917,102.06224,0
Klinik Kesihatan,KLINIK KESIHATAN TELEMONG,28620,Bentong,Pahang,3.357817,102.064753,0
Klinik Kesihatan,KLINIK KESIHATAN LUBOK CHINA,78100,Alor Gajah,Melaka,2.46534,102.0681,0
Klinik Kesihatan,KLINIK KESIHATAN JERAM TEKOH,18300,Gua Musang,Kelantan,4.99824,102.07455,0
Klinik Kesihatan,KLINIK KESIHATAN TITI,71650,Jelebu,Negeri Sembilan,3.00244,102.07925,0
Klinik Kesihatan,KLINIK KESIHATAN REMBAU,71300,Rembau,Negeri Sembilan,2.58576,102.09344,0
Klinik Kesihatan,KLINIK KESIHATAN MASJID TANAH,78300,Alor Gajah,Melaka,2.3562,102.1006,0
Klinik Kesihatan,KLINIK KESIHATAN MERANTI,17000,Pasir Mas,Kelantan,6.096198,102.101019,0
Klinik Kesihatan,KLINIK KESIHATAN PENGKALAN KUBOR,16200,Tumpat,Kelantan,6.215414,102.111172,0
Klinik Kesihatan,KLINIK KESIHATAN BUNOHAN,16200,Tumpat,Kelantan,6.182428,102.116375,0
Klinik Kesihatan,KLINIK KESIHATAN ASTANA RAJA,71350,Rembau,Negeri Sembilan,2.50684,102.11858,0
Klinik Kesihatan,KLINIK KESIHATAN SUNGAI UDANG,76300,Melaka Tengah,Melaka,2.280279,102.131551,0
Klinik Kesihatan,KLINIK KESIHATAN TERACHI,71550,Kuala Pilah,Negeri Sembilan,2.74171,102.13459,0
Klinik Kesihatan,KLINIK KESIHATAN BANDAR PASIR MAS,17000,Pasir Mas,Kelantan,6.04557,102.14015,0
Klinik Kesihatan,KLINIK KESIHATAN GUNUNG PASIR,71550,Kuala Pilah,Negeri Sembilan,2.66811,102.14562,0
Klinik Kesihatan,KLINIK KESIHATAN TO'UBAN,17050,Pasir Mas,Kelantan,5.965611,102.150903,0
Klinik Kesihatan,KLINIK KESIHATAN TEMANGAN,18400,Machang,Kelantan,5.71594,102.15521,0
Klinik Kesihatan,KLINIK KESIHATAN KOTA,71350,Rembau,Negeri Sembilan,2.52177,102.157145,0
Klinik Kesihatan,KLINIK KESIHATAN TANJUNG KLING,76400,Melaka Tengah,Melaka,2.223334,102.16333,0
Klinik Kesihatan,"KLINIK KESIHATAN BENDANG KERIAN
",16200,Tumpat,Kelantan,6.160611,102.165999,0
Klinik Kesihatan,KLINIK KESIHATAN BANDAR TUMPAT,16200,Tumpat,Kelantan,6.19397,102.17041,0
Klinik Kesihatan,KLINIK KESIHATAN BUKIT RAMBAI,75250,Melaka Tengah,Melaka,2.254529,102.179914,0
Klinik Kesihatan,KLINIK KESIHATAN LANCHANG,28500,Temerloh,Pahang,3.49942,102.18489,0
Klinik Kesihatan,KLINIK KESIHATAN CHEKOK,17060,Pasir Mas,Kelantan,5.919025,102.187647,0
Klinik Kesihatan,KLINIK KESIHATAN KANGKONG,17040,Pasir Mas,Kelantan,5.994649,102.188054,0
Klinik Kesihatan,KLINIK KESIHATAN SIMPANG PELANGAI,28740,Bentong,Pahang,3.177132,102.192914,0
Klinik Kesihatan,"KLINIK KESIHATAN BIAK
",18000,Kuala Krai,Kelantan,5.553553,102.198813,0
Klinik Kesihatan,KLINIK KESIHATAN KLEBANG BESAR,75200,Melaka Tengah,Melaka,2.21827,102.20053,0
Klinik Kesihatan,KLINIK KESIHATAN LUNDANG PAKU,15100,Kota Bharu,Kelantan,5.994381,102.200672,0
Klinik Kesihatan,KLINIK KESIHATAN WAKAF BHARU,16250,Tumpat,Kelantan,6.12243,102.20248,0
Klinik Kesihatan,KLINIK KESIHATAN BANDAR KUALA KRAI,18000,Kuala Krai,Kelantan,5.538634,102.204046,0
Klinik Kesihatan,KLINIK KESIHATAN CHIKU 3,18300,Gua Musang,Kelantan,4.97249,102.20688,0
Klinik Kesihatan,KLINIK KESIHATAN TENDONG,17030,Pasir Mas,Kelantan,6.069967,102.207637,0
Klinik Kesihatan,KLINIK KESIHATAN BATU 30,18500,Machang,Kelantan,5.710186,102.210601,0
Klinik Kesihatan,KLINIK KESIHATAN DAMAK,27300,Jerantut,Pahang,3.949779,102.212344,0
Klinik Kesihatan,KLINIK KESIHATAN CHENG,75250,Melaka Tengah,Melaka,2.274482,102.215104,0
Klinik Kesihatan,"KLINIK KESIHATAN BELUKAR
",18500,Machang,Kelantan,5.761051,102.219248,0
Klinik Kesihatan,KLINIK KESIHATAN SIMPANG DURIAN,72400,Jelebu,Negeri Sembilan,3.10128,102.22099,0
Klinik Kesihatan,KLINIK KESIHATAN PAHI,18000,Kuala Krai,Kelantan,5.48589,102.22268,0
Klinik Kesihatan,KLINIK KESIHATAN PERTANG,72300,Jelebu,Negeri Sembilan,2.95574,102.2241,0
Klinik Kesihatan,"KLINIK KESIHATAN TELOK RENJUNA
",16200,Tumpat,Kelantan,6.195621,102.224999,0
Klinik Kesihatan,KLINIK KESIHATAN LABOK,18500,Machang,Kelantan,5.830814,102.225228,0
Klinik Kesihatan,"KLINIK KESIHATAN PINTU GENG
",15000,Kota Bharu,Kelantan,6.101671,102.230999,0
Klinik Kesihatan,KLINIK KESIHATAN PULAI CHONDONG,16600,Machang,Kelantan,5.872973,102.23224,0
Klinik Kesihatan,KLINIK KESIHATAN SUNGAI PINANG,16040,Tumpat,Kelantan,6.177484,102.232982,0
Klinik Kesihatan,KLINIK KESIHATAN TAMPIN (JPL),73009,Tampin,Negeri Sembilan,2.4845,102.23433,0
Klinik Kesihatan,KLINIK KESIHATAN SEREMBAN,70300,Seremban,Negeri Sembilan,2.48411,102.23521,0
Klinik Kesihatan,KLINIK KESIHATAN WAKAF CHE YEH,15100,Kota Bharu,Kelantan,6.084371,102.236489,0
Klinik Kesihatan,KLINIK KESIHATAN TENGKERA,75200,Melaka Tengah,Melaka,2.201313,102.238144,0
Klinik Kesihatan,KLINIK KESIHATAN PENAMBANG,15350,Kota Bharu,Kelantan,6.147089,102.238427,0
Klinik Kesihatan,KLINIK KESIHATAN CABANG 3 PEROL,16010,Kota Bharu,Kelantan,6.01711,102.242478,0
Klinik Kesihatan,KLINIK KESIHATAN MANIK URAI,18050,Kuala Krai,Kelantan,5.38148,102.24283,0
Klinik Kesihatan,KLINIK KESIHATAN BANDAR KOTA BHARU,15586,Kota Bharu,Kelantan,6.125518,102.242912,0
Klinik Kesihatan,KLINIK KESIHATAN CHEMOMOI,28310,Bentong,Pahang,3.255115,102.243764,0
Klinik Kesihatan,KLINIK KESIHATAN KOK LANAS,16450,Kota Bharu,Kelantan,5.91478,102.244047,0
Klinik Kesihatan,KLINIK KESIHATAN KUALA PILAH,72000,Kuala Pilah,Negeri Sembilan,2.73718,102.24894,0
Klinik Kesihatan,KLINIK KESIHATAN PADANG SEBANG,78000,Alor Gajah,Melaka,2.42607,102.24916,0
Klinik Kesihatan,KLINIK KESIHATAN JALAN GEREJA,75500,Melaka Tengah,Melaka,2.19449,102.25008,0
Klinik Kesihatan,KLINIK KESIHATAN SENALING,72000,Kuala Pilah,Negeri Sembilan,2.70577,102.25318,0
Klinik Kesihatan,KLINIK KESIHATAN PERINGGIT,75400,Melaka Tengah,Melaka,2.222318,102.254434,0
Klinik Kesihatan,KLINIK KESIHATAN KETEREH,16450,Kota Bharu,Kelantan,5.957736,102.254891,0
Klinik Kesihatan,KLINIK KESIHATAN PASOH 1,72300,Jelebu,Negeri Sembilan,3.024181,102.26604,0
Klinik Kesihatan,KLINIK KESIHATAN BADANG,15350,Kota Bharu,Kelantan,6.1878,102.26742,0
Klinik Kesihatan,KLINIK KESIHATAN JOHOL,73100,Kuala Pilah,Negeri Sembilan,2.6087,102.2689,0
Klinik Kesihatan,KLINIK KESIHATAN MELA,27200,Lipis,Pahang,4.07371,102.26917,0
Klinik Kesihatan,KLINIK KESIHATAN PADANG LEBAR,72200,Kuala Pilah,Negeri Sembilan,2.85919,102.2707,0
Klinik Kesihatan,KLINIK KESIHATAN UJONG PASIR,75000,Melaka Tengah,Melaka,2.18729,102.27115,0
Klinik Kesihatan,KLINIK KESIHATAN LALOH,18000,Kuala Krai,Kelantan,5.309497,102.271411,0
Klinik Kesihatan,KLINIK KESIHATAN KUBANG KERIAN,16150,Kota Bharu,Kelantan,6.091269,102.27243,0
Klinik Kesihatan,"KLINIK KESIHATAN MENGKEBANG
",18000,Kuala Krai,Kelantan,5.518061,102.274999,0
Klinik Kesihatan,KLINIK KESIHATAN PENGKALAN CHEPA,16100,Kota Bharu,Kelantan,6.16232,102.28063,0
Klinik Kesihatan,KLINIK KESIHATAN AYER KEROH,75350,Melaka Tengah,Melaka,2.266558,102.284026,0
Klinik Kesihatan,KLINIK KESIHATAN PERINGAT,16400,Kota Bharu,Kelantan,6.02012,102.28514,0
Klinik Kesihatan,KLINIK KESIHATAN DURIAN TUNGGAL,76100,Alor Gajah,Melaka,2.310834,102.286363,0
Klinik Kesihatan,KLINIK KESIHATAN ARING,18300,Gua Musang,Kelantan,4.95389,102.29969,0
Klinik Kesihatan,KLINIK KESIHATAN HUTAN PERCHA,78000,Alor Gajah,Melaka,2.442639,102.300906,0
Klinik Kesihatan,KLINIK KESIHATAN MAHLIGAI,16400,Bachok,Kelantan,5.95622,102.30102,0
Klinik Kesihatan,KLINIK KESIHATAN JUASSEH,72500,Kuala Pilah,Negeri Sembilan,2.79334,102.30291,0
Klinik Kesihatan,KLINIK KESIHATAN BUKIT MENDI,28320,Bera,Pahang,3.20475,102.30604,0
Klinik Kesihatan,KLINIK KESIHATAN KEDAI LALAT,16150,Kota Bharu,Kelantan,6.11402,102.30685,0
Klinik Kesihatan,KLINIK KESIHATAN AYER MOLEK,75460,Melaka Tengah,Melaka,2.20416,102.31568,0
Klinik Kesihatan,KLINIK KESIHATAN KUALA TEMBELING,27020,Jerantut,Pahang,4.0664,102.31799,0
Klinik Kesihatan,"KLINIK KESIHATAN SUNGAI LEKOK
",27000,Jerantut,Pahang,3.901111,102.330999,0
Klinik Kesihatan,KLINIK KESIHATAN SELISING,16410,Pasir Puteh,Kelantan,5.896667,102.332778,0
Klinik Kesihatan,KLINIK KESIHATAN BANGGOL PA' ESAH,16800,Pasir Puteh,Kelantan,5.863541,102.338114,0
Klinik Kesihatan,KLINIK KESIHATAN MACAP BARU,78000,Alor Gajah,Melaka,2.37667,102.33814,0
Klinik Kesihatan,KLINIK KESIHATAN LEBIR,18300,Gua Musang,Kelantan,5.152521,102.33991,0
Klinik Kesihatan,KLINIK KESIHATAN TEBONG,76100,Alor Gajah,Melaka,2.461879,102.34026,0
Klinik Kesihatan,KLINIK KESIHATAN BANDAR MENTAKAB,28400,Temerloh,Pahang,3.48071,102.34205,0
Klinik Kesihatan,KLINIK KESIHATAN UMBAI,77300,Jasin,Melaka,2.16005,102.342941,0
Klinik Kesihatan,KLINIK KESIHATAN GUNONG,16390,Bachok,Kelantan,5.98927,102.34769,0
Klinik Kesihatan,KLINIK KESIHATAN BERIS PANCHOR,16020,Bachok,Kelantan,6.128631,102.350877,0
Klinik Kesihatan,KLINIK KESIHATAN BERIS ,16300,Bachok,Kelantan,6.07368,102.36485,0
Klinik Kesihatan,KLINIK KESIHATAN KUALA KRAU,28050,Temerloh,Pahang,3.70952,102.36537,0
Klinik Kesihatan,KLINIK KESIHATAN LUI MUDA,72120,Jempol,Negeri Sembilan,3.02601,102.36924,0
Klinik Kesihatan,KLINIK KESIHATAN JERAM,16800,Pasir Puteh,Kelantan,5.79962,102.37161,0
Klinik Kesihatan,KLINIK KESIHATAN SELANDAR,77500,Jasin,Melaka,2.38798,102.37254,0
Klinik Kesihatan,KLINIK KESIHATAN BALAI,16300,Bachok,Kelantan,6.10605,102.37294,0
Klinik Kesihatan,KLINIK KESIHATAN KEMAYAN,28320,Bera,Pahang,3.13866,102.37524,0
Klinik Kesihatan,KLINIK KESIHATAN BAHAU,72100,Jempol,Negeri Sembilan,2.803579,102.378073,0
Klinik Kesihatan,KLINIK KESIHATAN PADANG PIOL,27040,Jerantut,Pahang,4.038843,102.380858,0
Klinik Kesihatan,KLINIK KESIHATAN KERDAU,28020,Temerloh,Pahang,3.579173,102.382642,0
Klinik Kesihatan,KLINIK KESIHATAN FELDA BUKIT SENGGEH,77100,Jasin,Melaka,2.38044,102.392938,0
Klinik Kesihatan,KLINIK KESIHATAN BANDAR SERI JEMPOL,72120,Jempol,Negeri Sembilan,2.8979,102.39458,0
Klinik Kesihatan,"KLINIK KESIHATAN TANJUNG LALANG (SIMPANG SONGSANG)
",28000,Temerloh,Pahang,3.520296,102.396701,0
Klinik Kesihatan,KLINIK KESIHATAN BACHOK,16300,Bachok,Kelantan,6.05617,102.39908,0
Klinik Kesihatan,KLINIK KESIHATAN GEMENCEH,73200,Tampin,Negeri Sembilan,2.5328,102.3997,0
Klinik Kesihatan,KLINIK KESIHATAN KUALA TAHAN,27020,Jerantut,Pahang,4.382527,102.402105,0
Klinik Kesihatan,KLINIK KESIHATAN KEMENDOR,77000,Jasin,Melaka,2.35116,102.40417,0
Klinik Kesihatan,KLINIK KESIHATAN BUKIT ROKAN UTARA,73200,Tampin,Negeri Sembilan,2.663542,102.415984,0
Klinik Kesihatan,KLINIK KESIHATAN GAAL,16800,Pasir Puteh,Kelantan,5.788889,102.416944,0
Klinik Kesihatan,KLINIK KESIHATAN SANGGANG,28020,Temerloh,Pahang,3.52681,102.42243,0
Klinik Kesihatan,KLINIK KESIHATAN TRIANG,28300,Bera,Pahang,3.245324,102.423391,0
Klinik Kesihatan,KLINIK KESIHATAN TEMERLOH,28000,Temerloh,Pahang,3.44604,102.423713,0
Klinik Kesihatan,KLINIK KESIHATAN MERLIMAU,77300,Jasin,Melaka,2.15366,102.42805,0
Klinik Kesihatan,KLINIK KESIHATAN JASIN,77000,Jasin,Melaka,2.30674,102.43013,0
Klinik Kesihatan,"KLINIK KESIHATAN KANDIS
",16300,Bachok,Kelantan,5.949721,102.444999,0
Klinik Kesihatan,KLINIK KESIHATAN PADANG LUAS,28200,Bera,Pahang,3.2956,102.46167,0
Klinik Kesihatan,KLINIK KESIHATAN NYALAS,77100,Jasin,Melaka,2.437446,102.468998,0
Klinik Kesihatan,KLINIK KESIHATAN JENGKA 22,26400,Maran,Pahang,3.71853,102.4756,0
Klinik Kesihatan,KLINIK KESIHATAN AIR KUNING,73200,Tampin,Negeri Sembilan,2.51668,102.48401,0
Klinik Kesihatan,KLINIK KESIHATAN CHERANG RUKU,16700,Pasir Puteh,Kelantan,5.868321,102.486734,0
Klinik Kesihatan,KLINIK KESIHATAN JELAI,73480,Tampin,Negeri Sembilan,2.64586,102.4889,0
Klinik Kesihatan,KLINIK KESIHATAN JENGKA 8,26400,Jerantut,Pahang,3.85485,102.49193,0
